nds.id,nutrient,N,P,Si,top,cr.area,gpp.area,chla_mgL,chla_ug_cm2,notes,cr.nrr,chla.nrr,gpp.nrr,site.date,gpp.es,cr.es,chla.es
K2,control,0,0,0,sponge,-11.46387147,0,NA,NA,,1.24981713914914,NA,NA,mab_summer,NA,0.222997251932289,NA
K3,N,1,0,0,sponge,-7.604608677,0,NA,NA,,0.829071599931054,NA,NA,mab_summer,NA,-0.187448758540179,NA
K4,control,0,0,0,sponge,-6.697897702,0,NA,NA,,0.730219923185098,NA,NA,mab_summer,NA,-0.314409525573658,NA
K6,PSi,0,1,1,sponge,-9.491646557,0,NA,NA,,1.03480072824687,NA,NA,mab_summer,NA,0.0342088750856459,NA
K7,NSi,1,0,1,sponge,-7.488706742,0,NA,NA,,0.816435709411641,NA,NA,mab_summer,NA,-0.202807108910366,NA
K8,control,0,0,0,sponge,-8.155867255,0,NA,NA,,0.889171054176539,NA,NA,mab_summer,NA,-0.117465650079908,NA
L1,control,0,0,0,sponge,-8.447982408,0,NA,NA,,0.921018107397607,NA,NA,mab_summer,NA,-0.082275582336376,NA
L2,PSi,0,1,1,sponge,-8.138076308,0,NA,NA,,0.887231444984262,NA,NA,mab_summer,NA,-0.119649400625168,NA
L3,P,0,1,0,sponge,-7.830229386,0,NA,NA,,0.853669278803598,NA,NA,mab_summer,NA,-0.158211421552711,NA
L5,PSi,0,1,1,sponge,-7.694752655,0,NA,NA,,0.838899299848165,NA,NA,mab_summer,NA,-0.175664603737264,NA
L7,NP,1,1,0,sponge,-10.92935948,0,NA,NA,,1.19154343572086,NA,NA,mab_summer,NA,0.175249471546724,NA
M1,NP,1,1,0,sponge,-8.014348359,0,NA,NA,,0.87374234475694,NA,NA,mab_summer,NA,-0.134969746837946,NA
M2,Si,0,0,1,sponge,-8.788513033,0,NA,NA,,0.958143524639411,NA,NA,mab_summer,NA,-0.0427576952813463,NA
M4,NP,1,1,0,sponge,-7.842800267,0,NA,NA,,0.85503978461999,NA,NA,mab_summer,NA,-0.156607279408657,NA
M7,Si,0,0,1,sponge,-9.193607927,0,NA,NA,,1.00230788419525,NA,NA,mab_summer,NA,0.0023052251209591,NA
N1,N,1,0,0,sponge,-9.074446336,0,NA,NA,,0.989316618622375,NA,NA,mab_summer,NA,-0.0107408584291719,NA
N3,P,0,1,0,sponge,-7.851037352,0,NA,NA,,0.855937810216018,NA,NA,mab_summer,NA,-0.155557557096453,NA
N6,NP,1,1,0,sponge,-9.517986638,0,NA,NA,,1.03767238332138,NA,NA,mab_summer,NA,0.036980111919825,NA
O1,N,1,0,0,sponge,-8.719389304,0,NA,NA,,0.950607499706458,NA,NA,mab_summer,NA,-0.0506540253883069,NA
O4,NSi,1,0,1,sponge,-5.130752181,0,NA,NA,,0.559366181775643,NA,NA,mab_summer,NA,-0.580950954500708,NA
O5,PSi,0,1,1,sponge,-8.293974982,0,NA,NA,,0.904227870253484,NA,NA,mab_summer,NA,-0.100673881489505,NA
O6,NPSi,1,1,1,sponge,-7.512477773,0,NA,NA,,0.81902728085736,NA,NA,mab_summer,NA,-0.199637885723686,NA
P1,Si,0,0,1,sponge,-8.25835514,0,NA,NA,,0.90034451469233,NA,NA,mab_summer,NA,-0.104977794802208,NA
P4,PSi,0,1,1,sponge,-11.50210675,0,NA,NA,,1.25398563566353,NA,NA,mab_summer,NA,0.226326987331354,NA
P8,P,0,1,0,sponge,-10.34708988,0,NA,NA,,1.12806308987173,NA,NA,mab_summer,NA,0.120502082249155,NA
Q1,N,1,0,0,sponge,-8.10699755,0,NA,NA,,0.883843168649037,NA,NA,mab_summer,NA,-0.123475643114194,NA
Q2,Si,0,0,1,sponge,-11.54019416,0,NA,NA,,1.25813801105682,NA,NA,mab_summer,NA,0.229632858983338,NA
Q3,NSi,1,0,1,sponge,-8.153145738,0,NA,NA,,0.888874348251321,NA,NA,mab_summer,NA,-0.117799394007444,NA
Q4,NSi,1,0,1,sponge,-7.830229386,0,NA,NA,,0.853669278803598,NA,NA,mab_summer,NA,-0.158211421552711,NA
Q7,control,0,0,0,sponge,-11.09657831,0,NA,NA,,1.20977400994436,NA,NA,mab_summer,NA,0.190433573524187,NA
R2,NP,1,1,0,sponge,-10.60334438,0,NA,NA,,1.15600053377297,NA,NA,mab_summer,NA,0.144966231991402,NA
R3,N,1,0,0,sponge,-7.927799002,0,NA,NA,,0.864306538533535,NA,NA,mab_summer,NA,-0.145827783131791,NA
R4,NPSi,1,1,1,sponge,-11.48904162,0,NA,NA,,1.25256124570575,NA,NA,mab_summer,NA,0.225190451548443,NA
S1,P,0,1,0,sponge,-8.853543256,0,NA,NA,,0.965233266310084,NA,NA,mab_summer,NA,-0.0353854801081528,NA
S2,NPSi,1,1,1,sponge,-12.10385831,0,NA,NA,,1.31958994875845,NA,NA,mab_summer,NA,0.277321043458201,NA
S6,Si,0,0,1,sponge,-13.06314877,0,NA,NA,,1.42417395961968,NA,NA,mab_summer,NA,0.353591968182806,NA
S7,NPSi,1,1,1,sponge,-12.12149233,0,NA,NA,,1.32151244941504,NA,NA,mab_summer,NA,0.278776875687553,NA
S8,NPSi,1,1,1,sponge,-10.17540234,0,NA,NA,,1.10934532679912,NA,NA,mab_summer,NA,0.103770045649886,NA
T3,P,0,1,0,sponge,-8.355714887,0,NA,NA,,0.910958894030257,NA,NA,mab_summer,NA,-0.0932575045511123,NA
T5,NSi,1,0,1,sponge,-10.50641974,0,NA,NA,,1.14543359078212,NA,NA,mab_summer,NA,0.135783247230091,NA
K1,Si,0,0,1,glass,-9.429569935,0,0.279511976,0.720488411,,NA,0.229164802837173,0,mab_summer,-Inf,NA,-1.47331387121675
K5,control,0,0,0,glass,-12.128603,0.318334302,1.462715804,3.770392242,,NA,1.1992437096351,5.00000003141352,mab_summer,1.6094379187168,NA,0.181691116137246
L4,PSi,0,1,1,glass,-9.52424587,0,1.404473162,3.620262186,,NA,1.15149203985401,0,mab_summer,-Inf,NA,0.141058527405388
L6,NSi,1,0,1,glass,-8.501240754,0,1.09657258,2.826597441,,NA,0.899052136546887,0,mab_summer,-Inf,NA,-0.106414252257854
L8,N,1,0,0,glass,-9.699745111,0,0.904195902,2.330714693,,NA,0.741327362017828,0,mab_summer,-Inf,NA,-0.299312967144281
M3,NSi,1,0,1,glass,-5.489270564,0,0.326533191,0.841693381,,NA,0.267716308494819,0,mab_summer,-Inf,NA,-1.3178274095239
M5,control,0,0,0,glass,-5.625357231,0,1.011268945,2.606713193,,NA,0.82911384250829,0,mab_summer,-Inf,NA,-0.1873978081746
M6,NP,1,1,0,glass,-8.899758844,0,1.223770607,3.154471422,,NA,1.00333858316303,0,mab_summer,-Inf,NA,0.00333302246739168
M8,NP,1,1,0,glass,-7.361876748,0,0.686533824,1.769654636,,NA,0.562871726397316,0,mab_summer,-Inf,NA,-0.574703516238179
N2,NP,1,1,0,glass,-6.248428962,0,0.38688255,0.997253849,,NA,0.317195222290254,0,mab_summer,-Inf,NA,-1.14823785147153
N4,N,1,0,0,glass,-8.958021149,0,1.262820851,3.255129893,,NA,1.03535489086268,0,mab_summer,-Inf,NA,0.0347442576664841
N5,Si,0,0,1,glass,-10.06152512,1.841631214,0.944125944,2.433640989,,NA,0.774064993837419,28.9260568842252,mab_summer,3.36474281119269,NA,-0.256099437551633
N7,Si,0,0,1,glass,-14.19628622,1.577861952,1.014156283,2.614155785,,NA,0.831481097973107,24.7830967633711,mab_summer,3.21016183866611,NA,-0.184546713051188
N8,P,0,1,0,glass,-12.38926911,0.711014463,0.925039122,2.384441543,,NA,0.758416190650371,11.1677325220688,mab_summer,2.41302859534538,NA,-0.276522979837803
O2,NPSi,1,1,1,glass,-7.420948252,0,0.813624675,2.097252354,,NA,0.667070302403804,0,mab_summer,-Inf,NA,-0.404859837715545
O3,N,1,0,0,glass,-6.808464649,0,0.50652231,1.305645145,,NA,0.415284836870522,0,mab_summer,-Inf,NA,-0.878790640279687
O7,NSi,1,0,1,glass,-6.020288017,0,0.558947086,1.440778689,,NA,0.458266585771197,0,mab_summer,-Inf,NA,-0.780304199199466
O8,control,0,0,0,glass,-9.52296108,0,1.059437097,2.730874584,,NA,0.868605693111427,0,mab_summer,-Inf,NA,-0.140866004549421
P2,NPSi,1,1,1,glass,-8.293974982,0,1.085132004,2.797107462,,NA,0.889672297648677,0,mab_summer,-Inf,NA,-0.116902088949143
P3,N,1,0,0,glass,-9.403574462,0,1.372194165,3.537057726,,NA,1.12502730651484,0,mab_summer,-Inf,NA,0.117807307819449
P5,NP,1,1,0,glass,-9.412592875,0,0.866252605,2.232909559,,NA,0.710218611471147,0,mab_summer,-Inf,NA,-0.342182452858836
P6,control,0,0,0,glass,-9.014926089,0,1.391671298,3.587263262,,NA,1.14099611542713,0,mab_summer,-Inf,NA,0.131901666340512
P7,P,0,1,0,glass,-12.23527581,0,1.126009029,2.902474763,,NA,0.923186336723415,0,mab_summer,-Inf,NA,-0.0799241832474671
Q5,NP,1,1,0,glass,-6.463146011,0,0.253428358,0.653253566,,NA,0.207779503971883,0,mab_summer,-Inf,NA,-1.57127783861817
Q6,NPSi,1,1,1,glass,-12.0725664,0.795109687,0.444440549,1.145619124,,NA,0.364385570495949,12.4885959037402,mab_summer,2.52481590018326,NA,-1.00954271236074
Q8,Si,0,0,1,glass,-13.01301583,2.201670823,0.364538875,0.939659325,,NA,0.298876207667046,34.5811121044763,mab_summer,3.54330764007567,NA,-1.20772581250233
R1,PSi,0,1,1,glass,-9.98360908,0,0.541894997,1.396824105,Sharpie interference,NA,0.444286008953634,0,mab_summer,-Inf,NA,-0.811286759624701
R5,PSi,0,1,1,glass,-8.922134947,0,0.833732064,2.149082478,,NA,0.683555841888056,0,mab_summer,-Inf,NA,-0.380446926246017
R6,NSi,1,0,1,glass,-7.356438758,0,0.807245338,2.080808557,,NA,0.661840045483822,0,mab_summer,-Inf,NA,-0.412731375376922
R7,PSi,0,1,1,glass,-5.067650033,0,0.068817899,0.177389533,,NA,0.056422055836958,0,mab_summer,-Inf,NA,-2.87489513598355
R8,NPSi,1,1,1,glass,-11.42351902,0,1.310761855,3.378705772,,NA,1.0746605084328,0,mab_summer,-Inf,NA,0.0720048055933486
S3,NPSi,1,1,1,glass,-10.69589006,0,0.458093418,1.180811654,,NA,0.375579212302897,0,mab_summer,-Inf,NA,-0.979285878486089
S4,PSi,0,1,1,glass,-10.06109181,0,0.447705849,1.154035976,,NA,0.367062707559697,0,mab_summer,-Inf,NA,-1.0022225802381
S5,P,0,1,0,glass,-13.44086152,0.489573443,0.789385551,2.034771996,,NA,0.647197256975644,7.68961187971262,mab_summer,2.03987031146527,NA,-0.435104151541577
T1,NSi,1,0,1,glass,-8.482741294,0,0.518748306,1.337159675,,NA,0.425308622046931,0,mab_summer,-Inf,NA,-0.854940204069045
T2,N,1,0,0,glass,-10.36422027,0,0.619771536,1.597563782,,NA,0.508135014432367,0,mab_summer,-Inf,NA,-0.67700809027429
T4,P,0,1,0,glass,-13.1519026,0,0.759995375,1.959013951,,NA,0.623100995077887,0,mab_summer,-Inf,NA,-0.473046662453799
T6,Si,0,0,1,glass,-10.20977459,0,0.93948061,2.42166687,,NA,0.77025640152991,0,mab_summer,-Inf,NA,-0.261031830563057
T7,P,0,1,0,glass,-12.07417171,0,1.05275543,2.713651479,,NA,0.863127562719169,0,mab_summer,-Inf,NA,-0.14719278570592
T8,control,0,0,0,glass,-12.40316325,0,1.17339976,3.024632221,,NA,0.962040798988542,0,mab_summer,-Inf,NA,-0.0386984186247347
